value1;value2;value3;
3254;575;2009;
3255;17;8197;
3256;680;5267;
3257;674;7713;
3258;197;8237;
3259;441;9205;
3260;982;9371;
3261;21;6485;
3262;908;6299;
3263;981;1780;
3264;216;1489;
3265;261;1130;
3266;605;9872;
3267;886;3166;
3268;137;6050;
3269;635;3616;
3270;54;7876;
3271;671;7142;
3272;416;7313;
3273;812;7168;
3274;799;2090;
3275;663;746;
3276;251;8270;
3277;488;2462;
3278;863;9660;
3279;869;387;
3280;31;2770;
3281;973;5606;
3282;627;208;
3283;866;7411;
3284;774;8287;
3285;792;5840;
3286;56;5815;
3287;522;2006;
3288;854;4225;
3289;467;3213;
3290;852;3546;
3291;282;4435;
3292;257;8721;
3293;855;9465;
3294;760;9630;
3295;811;2187;
3296;575;5406;
3297;252;8073;
3298;336;9487;
3299;461;8502;
3300;565;2164;
3301;372;4924;
3302;552;8933;
3303;532;6666;
3304;968;7447;
3305;347;6412;
3306;952;4467;
3307;598;2901;
3308;698;9686;
3309;425;1804;
3310;785;7541;
3311;3;3824;
3312;572;5690;
3313;565;3544;
3314;382;3055;
3315;779;1948;
3316;698;9062;
3317;115;858;
3318;731;2642;
3319;467;4038;
3320;498;3894;
3321;615;2689;
3322;833;7848;
3323;600;1396;
3324;140;258;
3325;992;5993;
3326;375;3717;
3327;905;5334;
3328;26;6217;
3329;325;1047;
3330;466;230;
3331;528;9928;
3332;665;9864;
3333;698;5260;
3334;613;3219;
3335;177;3724;
3336;518;5939;
3337;756;2639;
3338;777;1261;
3339;802;4562;
3340;426;7496;
3341;448;4917;
3342;534;7938;
3343;393;7842;
3344;270;7569;
3345;895;858;
3346;719;8214;
3347;792;5934;
3348;943;8607;
3349;733;1287;
3350;346;7706;
3351;260;5154;
3352;442;8545;
3353;701;2076;
3354;653;423;
3355;657;2581;
3356;136;4925;
3357;342;6292;
3358;338;5937;
3359;839;2248;
3360;763;883;
3361;648;2245;
3362;955;3669;
3363;656;7683;
3364;919;3231;
3365;343;4159;
3366;22;381;
3367;999;4508;
3368;1;3493;
3369;863;4250;
3370;609;6856;
3371;201;7185;
3372;683;6469;
3373;389;4298;
3374;798;9588;
3375;855;8842;
3376;29;1958;
3377;612;3548;
3378;856;8214;
3379;258;9178;
3380;965;2556;
3381;69;1304;
3382;692;9614;
3383;325;781;
3384;128;5347;
3385;613;6014;
3386;33;3110;
3387;31;697;
3388;94;8339;
3389;410;8219;
3390;559;4897;
3391;853;8046;
3392;809;828;
3393;814;1955;
3394;219;6990;
3395;923;4696;
3396;38;3193;
3397;50;5702;
3398;201;9539;
3399;364;7401;
3400;298;863;
3401;372;9309;
3402;824;7348;
3403;869;2241;
3404;197;3532;
3405;273;9659;
3406;545;6507;
3407;158;7480;
3408;290;170;
3409;458;1022;
3410;952;2911;
3411;792;5568;
3412;956;1611;
3413;315;5325;
3414;105;223;
3415;159;277;
3416;531;8252;
3417;311;1177;
3418;579;86;
3419;352;8734;
3420;732;8052;
3421;37;1358;
3422;88;3526;
3423;452;7323;
3424;500;5411;
3425;501;6944;
3426;307;6815;
3427;99;2534;
3428;749;5317;
3429;459;1184;
3430;576;9126;
3431;2;9636;
3432;911;6366;
3433;91;1687;
3434;382;304;
3435;573;4931;
3436;216;3262;
3437;570;6471;
3438;176;8359;
3439;316;379;
3440;131;2028;
3441;875;8111;
3442;687;7760;
3443;202;9951;
3444;549;4732;
3445;543;8773;
3446;225;941;
3447;816;5467;
3448;2;8203;
3449;323;2395;
3450;325;2886;
3451;726;3669;
3452;788;3615;
3453;534;4732;
3454;12;368;
3455;451;6653;
3456;932;777;
3457;535;2461;
3458;633;1112;
3459;783;6511;
3460;791;1220;
3461;618;9054;
3462;729;2358;
3463;607;4045;
3464;729;7973;
3465;828;5289;
3466;764;5309;
3467;761;2455;
3468;404;6986;
3469;498;5551;
3470;49;1735;
3471;99;3572;
3472;418;1997;
3473;326;2591;
3474;269;8538;
3475;736;6872;
3476;910;1473;
3477;9;9073;
3478;612;8055;
3479;34;894;
3480;23;9793;
3481;41;5108;
3482;822;2007;
3483;352;2013;
3484;717;5669;
3485;12;2598;
3486;739;3550;
3487;641;6261;
3488;913;4205;
3489;963;8794;
3490;95;1194;
3491;703;752;
3492;161;8054;
3493;392;2240;
3494;182;659;
3495;461;8355;
3496;473;8994;
3497;143;5666;
3498;520;6362;
3499;473;4956;
3500;354;98;
3501;392;2483;
3502;406;7755;
3503;202;2387;
3504;558;813;
3505;779;8896;
3506;130;4141;
3507;298;1979;
3508;809;631;
3509;34;8240;
3510;683;1806;
3511;188;527;
3512;626;6941;
3513;226;6022;
3514;502;4697;
3515;766;8983;
3516;367;3237;
3517;753;5867;
3518;781;2961;
3519;368;835;
3520;588;5729;
3521;345;5094;
3522;164;9093;
3523;91;6892;
3524;404;9978;
3525;555;4373;
3526;838;7308;
3527;211;6471;
3528;222;1990;
3529;773;6067;
3530;444;9784;
3531;445;7507;
3532;657;6627;
3533;236;9026;
3534;717;2469;
3535;929;4007;
3536;935;3436;
3537;802;2992;
3538;647;4072;
3539;816;6231;
3540;293;8881;
3541;424;3811;
3542;612;8001;
3543;998;782;
3544;913;432;
3545;292;1022;
3546;653;5547;
3547;585;1283;
3548;98;4640;
3549;596;9724;
3550;859;1577;
3551;719;2070;
3552;211;7010;
3553;713;4114;
3554;231;441;
3555;100;1905;
3556;984;3121;
3557;213;5294;
3558;177;7282;
3559;553;5129;
3560;151;1696;
3561;556;3580;
3562;702;7494;
3563;421;4635;
3564;944;144;
3565;862;1661;
3566;840;9922;
3567;136;945;
3568;845;5209;
3569;627;6975;
3570;178;6715;
3571;818;5485;
3572;578;1245;
3573;589;2442;
3574;985;9857;
3575;552;8106;
3576;901;1770;
3577;641;367;
3578;955;2590;
3579;623;9040;
3580;38;7558;
3581;542;2281;
3582;507;1221;
3583;870;3070;
3584;304;7491;
3585;923;5149;
3586;939;6373;
3587;704;5919;
3588;982;634;
3589;125;2747;
3590;583;836;
3591;7;1464;
3592;478;1697;
3593;926;4300;
3594;424;9446;
3595;858;3189;
3596;137;6503;
3597;950;2931;
3598;134;3445;
3599;791;7313;
3600;640;9876;
3601;310;2126;
3602;261;9464;
3603;497;9228;
3604;848;9788;
3605;728;6181;
3606;521;5086;
3607;2;2884;
3608;383;6186;
3609;304;2071;
3610;521;5122;
3611;817;9471;
3612;324;8119;
3613;205;8609;
3614;950;3830;
3615;862;2717;
3616;898;9682;
3617;848;2360;
3618;877;3769;
3619;297;6344;
3620;701;422;
3621;354;7003;
3622;361;8819;
3623;310;1492;
3624;18;5529;
3625;122;356;
3626;601;8726;
3627;114;577;
3628;251;8457;
3629;757;997;
3630;791;6892;
3631;446;8582;
3632;953;2030;
3633;380;2621;
3634;358;701;
3635;403;6581;
3636;23;4973;
3637;529;723;
3638;307;1319;
3639;245;7084;
3640;181;5617;
3641;913;1623;
3642;69;3382;
3643;464;4287;
3644;882;898;
3645;410;5685;
3646;349;5515;
3647;413;129;
3648;513;8895;
3649;550;3186;
3650;854;3447;
3651;357;1146;
3652;244;8373;
3653;366;9791;
3654;181;5375;
3655;68;447;
3656;660;4231;
3657;448;3251;
3658;961;3110;
3659;799;1214;
3660;526;1989;
3661;937;6323;
3662;780;5048;
3663;214;6977;
3664;958;1543;
3665;819;8524;
3666;991;3514;
3667;874;4968;
3668;736;2529;
3669;128;7972;
3670;649;3261;
3671;847;2689;
3672;137;1647;
3673;468;6254;
3674;33;5498;
3675;667;5186;
3676;202;1719;
3677;710;6484;
3678;735;4118;
3679;821;6266;
3680;933;6715;
3681;951;381;
3682;70;4925;
3683;278;341;
3684;597;6966;
3685;497;3446;
3686;333;1431;
3687;274;2135;
3688;802;7516;
3689;960;10;
3690;48;7399;
3691;616;237;
3692;58;9100;
3693;44;1293;
3694;403;5752;
3695;821;7649;
3696;425;4191;
3697;781;506;
3698;663;7745;
3699;69;6181;
3700;569;9336;
3701;981;2473;
3702;826;8048;
3703;18;9284;
3704;242;3955;
3705;833;5661;
3706;556;7232;
3707;754;4837;
3708;475;4887;
3709;800;3104;
3710;436;2388;
3711;652;6569;
3712;6;4438;
3713;233;2119;
3714;206;9275;
3715;507;4618;
3716;967;330;
3717;929;7201;
3718;287;988;
3719;545;7452;
3720;301;7607;
3721;10;4697;
3722;807;6793;
3723;293;4478;
3724;456;9614;
3725;341;6017;
3726;69;3069;
3727;61;6711;
3728;856;2373;
3729;912;5479;
3730;406;8224;
3731;164;4987;
3732;156;5761;
3733;296;7682;
3734;711;1519;
3735;485;2548;
3736;800;9678;
3737;272;5268;
3738;590;7910;
3739;493;6091;
3740;61;7810;
3741;271;1734;
3742;892;72;
3743;468;734;
3744;948;9184;
3745;574;6800;
3746;477;1938;
3747;252;9593;
3748;43;6560;
3749;991;5328;
3750;829;8317;
3751;400;160;
3752;622;6826;
3753;647;5440;
3754;540;9291;
3755;958;8944;
3756;942;5786;
3757;12;6946;
3758;211;6647;
3759;965;2883;
3760;309;394;
3761;134;6789;
3762;293;5815;
3763;863;666;
3764;0;7021;
3765;194;2335;
3766;406;6347;
3767;751;7314;
3768;387;9087;
3769;770;6066;
3770;199;2941;
3771;796;194;
3772;344;1000;
3773;797;7609;
3774;199;7968;
3775;692;7177;
3776;912;3752;
3777;133;4169;
3778;786;9282;
3779;41;7202;
3780;271;1770;
3781;252;3490;
3782;94;5132;
3783;327;4384;
3784;772;2306;
3785;685;6014;
3786;785;4414;
3787;835;1380;
3788;782;8641;
3789;745;3678;
3790;396;6709;
3791;781;9236;
3792;415;9709;
3793;382;2610;
3794;450;4903;
3795;766;2035;
3796;748;43;
3797;849;8543;
3798;393;8243;
3799;506;9646;
3800;187;2183;
3801;909;4296;
3802;239;6164;
3803;703;6874;
3804;20;1688;
3805;113;5447;
3806;453;7372;
3807;452;9225;
3808;464;3614;
3809;606;866;
3810;719;9595;
3811;658;8948;
3812;236;7877;
3813;342;7768;
3814;818;7718;
3815;998;4111;
3816;630;9058;
3817;990;1859;
3818;572;2962;
3819;500;4217;
3820;374;4402;
3821;988;1158;
3822;368;8888;
3823;733;1131;
3824;318;3199;
3825;377;670;
3826;694;3424;
3827;409;8918;
3828;82;9356;
3829;127;6339;
3830;582;9561;
3831;997;1719;
3832;777;8086;
3833;795;2981;
3834;486;1356;
3835;150;3573;
3836;185;8483;
3837;972;2576;
3838;415;430;
3839;36;2222;
3840;742;2244;
3841;689;8906;
3842;515;524;
3843;528;1951;
3844;3;3076;
3845;231;9186;
3846;313;5118;
3847;341;6155;
3848;246;6504;
3849;665;5377;
3850;591;6614;
3851;346;5552;
3852;744;6302;
3853;189;4666;
3854;870;3744;
3855;61;9783;
3856;931;1424;
3857;485;3882;
3858;130;2177;
3859;457;2643;
3860;570;3072;
3861;715;1834;
3862;751;7322;
3863;265;3022;
3864;875;9803;
3865;867;7210;
3866;548;996;
3867;2;865;
3868;96;8568;
3869;300;4854;
3870;83;5043;
3871;796;9786;
3872;697;9928;
3873;807;354;
3874;479;133;
3875;417;9428;
3876;483;6853;
3877;870;5503;
3878;484;7138;
3879;396;5941;
3880;395;5124;
3881;509;7414;
3882;273;5867;
3883;771;3737;
3884;403;4597;
3885;228;4777;
3886;33;716;
3887;901;9322;
3888;340;5071;
3889;611;4182;
3890;253;7627;
3891;565;281;
3892;26;6950;
3893;468;1701;
3894;659;8649;
3895;988;3411;
3896;123;6263;
3897;53;8311;
3898;706;541;
3899;474;4462;
3900;431;536;
3901;738;3367;
3902;187;4350;
3903;189;1787;
3904;721;9978;
3905;102;8442;
3906;537;3336;
3907;463;3971;
3908;195;5928;
3909;699;9328;
3910;625;9762;
3911;156;540;
3912;110;6711;
3913;388;5202;
3914;426;5104;
3915;769;4771;
3916;831;2086;
3917;594;3235;
3918;606;8525;
3919;374;4881;
3920;538;7501;
3921;884;930;
3922;967;4798;
3923;396;1432;
3924;899;4911;
3925;372;2212;
3926;306;7907;
3927;656;8837;
3928;952;4442;
3929;649;7307;
3930;54;3479;
3931;397;6109;
3932;472;3411;
3933;863;9475;
3934;878;5213;
3935;149;5137;
3936;830;6668;
3937;584;2305;
3938;770;6659;
3939;233;7148;
3940;757;159;
3941;654;9028;
3942;617;5936;
3943;539;5329;
3944;5;5537;
3945;510;7558;
3946;850;1414;
3947;531;2367;
3948;52;4066;
3949;934;7034;
3950;470;946;
3951;414;8783;
3952;6;7258;
3953;126;4685;
3954;624;137;
3955;16;5234;
3956;750;8571;
3957;763;1078;
3958;340;4779;
3959;179;8933;
3960;73;6867;
3961;351;5511;
3962;578;1074;
3963;173;7406;
3964;353;7656;
3965;250;635;
3966;395;4113;
3967;958;5486;
3968;648;9611;
3969;699;6280;
3970;499;6502;
3971;279;5550;
3972;576;1240;
3973;255;5964;
3974;253;1850;
3975;523;1556;
3976;281;2194;
3977;969;3698;
3978;738;8781;
3979;25;5277;
3980;995;265;
3981;999;572;
3982;106;1740;
3983;391;4914;
3984;671;9733;
3985;667;4727;
3986;216;1645;
3987;728;7205;
3988;809;5929;
3989;167;1020;
3990;25;8767;
3991;183;6450;
3992;288;9091;
3993;903;5211;
3994;301;7485;
3995;801;7936;
3996;660;7912;
3997;226;6319;
3998;996;2873;
3999;143;639;
4000;175;6234;
4001;9;9167;
4002;986;194;
4003;137;330;
4004;460;9491;
4005;846;5336;
4006;956;6848;
4007;883;6708;
4008;283;233;
4009;854;6613;
4010;224;8724;
4011;315;3772;
4012;890;2026;
4013;431;3449;
4014;976;6843;
4015;224;2266;
4016;557;9615;
4017;578;4658;
4018;479;8970;
4019;588;4305;
4020;342;6378;
4021;593;7893;
4022;178;8144;
4023;907;1133;
4024;205;4553;
4025;770;5734;
4026;351;2152;
4027;361;916;
4028;744;8402;
4029;409;8367;
4030;329;22;
4031;759;1383;
4032;299;1623;
4033;473;8053;
4034;353;1607;
4035;943;8719;
4036;786;4385;
4037;44;5240;
4038;118;7891;
4039;147;1074;
4040;970;71;
4041;318;4656;
4042;206;1724;
4043;665;1501;
4044;163;5126;
4045;877;8099;
4046;362;6526;
4047;769;3849;
4048;976;7079;
4049;475;3500;
4050;21;895;
4051;476;5496;
4052;972;2973;
4053;898;4323;
4054;661;1694;
4055;207;982;
4056;758;230;
4057;494;8665;
4058;176;7685;
4059;574;8682;
4060;13;327;
4061;982;9674;
4062;0;5640;
4063;584;1316;
4064;685;115;
4065;59;6698;
4066;47;9445;
4067;905;9982;
4068;688;450;
4069;207;1226;
4070;867;3987;
4071;459;877;
4072;653;5563;
4073;151;4851;
4074;770;6981;
4075;387;3791;
4076;948;5260;
4077;249;2920;
4078;679;3062;
4079;58;6509;
4080;352;3950;
4081;766;5957;
4082;195;2668;
4083;137;9559;
4084;275;3860;
4085;953;6003;
4086;852;7720;
4087;339;6188;
4088;108;6026;
4089;253;3027;
4090;136;4065;
4091;454;9089;
4092;316;9095;
4093;706;5424;
4094;74;9006;
4095;810;311;
4096;108;4141;
4097;152;4832;
4098;988;3739;
4099;503;5927;
4100;296;4086;
4101;769;1649;
4102;115;6127;
4103;467;4902;
4104;294;6086;
4105;979;3597;
4106;486;2014;
4107;66;1331;
4108;455;2557;
4109;668;4568;
4110;135;115;
4111;563;854;
4112;829;7124;
4113;683;8862;
4114;399;1667;
4115;609;5601;
4116;579;2716;
4117;133;808;
4118;845;318;
4119;191;6688;
4120;40;2244;
4121;686;5029;
4122;248;2015;
4123;586;5658;
4124;995;7058;
4125;723;3603;
4126;0;4457;
4127;115;767;
4128;519;3174;
4129;334;7413;
4130;568;4201;
4131;490;4217;
4132;448;476;
4133;825;7691;
4134;798;6248;
4135;659;9325;
4136;356;3176;
4137;417;2751;
4138;361;600;
4139;340;9353;
4140;123;6185;
4141;892;5620;
4142;170;6820;
4143;261;1013;
4144;735;2904;
4145;59;7847;
4146;187;2898;
4147;558;5396;
4148;676;4712;
4149;16;5024;
4150;562;5618;
4151;427;5218;
4152;32;6213;
4153;977;7775;
4154;598;3485;
4155;771;3093;
4156;268;2695;
4157;690;1697;
4158;504;8024;
4159;188;9245;
4160;264;5341;
4161;622;2105;
4162;916;305;
4163;153;9765;
4164;514;6692;
4165;935;1481;
4166;509;5342;
4167;724;1698;
4168;40;6192;
4169;793;265;
4170;899;8786;
4171;843;6784;
4172;696;7983;
4173;498;6796;
4174;344;5354;
4175;422;7322;
4176;199;3195;
4177;772;1968;
4178;278;137;
4179;878;1249;
4180;855;8774;
4181;393;5227;
4182;722;8114;
4183;8;7633;
4184;838;3469;
4185;214;3776;
4186;212;8732;
4187;64;2769;
4188;989;3286;
4189;112;4442;
4190;236;7004;
4191;862;3601;
4192;558;772;
4193;129;6718;
4194;718;5105;
4195;491;6219;
4196;821;7728;
4197;947;6058;
4198;206;6128;
4199;356;3956;
4200;256;9839;
4201;19;5386;
4202;644;8174;
4203;806;4553;
4204;207;1600;
4205;23;3743;
4206;545;5892;
4207;800;612;
4208;899;9772;
4209;464;8552;
4210;952;9610;
4211;387;7335;
4212;434;8070;
4213;32;7291;
4214;773;494;
4215;156;2254;
4216;969;5259;
4217;181;5545;
4218;993;8635;
4219;193;1966;
4220;856;4977;
4221;996;6943;
4222;75;7477;
4223;327;1978;
4224;289;4217;
4225;766;6738;
4226;368;8089;
4227;418;9178;
4228;705;5069;
4229;565;6256;
4230;323;6511;
4231;501;3635;
4232;333;3540;
4233;839;7475;
4234;61;9289;
4235;989;8324;
4236;630;1596;
4237;722;5678;
4238;110;6003;
4239;593;5780;
4240;509;9596;
4241;102;5999;
4242;185;9299;
4243;772;4919;
4244;919;5049;
4245;926;893;
4246;44;5447;
4247;945;2952;
4248;801;6959;
4249;710;6282;
4250;469;4411;
4251;590;7534;
4252;460;5509;
4253;661;3296;
4254;469;1106;
4255;985;5289;
4256;266;7516;
4257;28;5413;
4258;552;5290;
4259;645;8563;
4260;470;9966;
4261;54;9544;
4262;299;1371;
4263;38;9648;
4264;816;9840;
4265;286;323;
4266;844;6694;
4267;944;5920;
4268;990;3458;
4269;835;3049;
4270;797;7431;
4271;163;8842;
4272;804;1851;
4273;518;4103;
4274;809;1748;
4275;697;7281;
4276;412;6447;
4277;281;8596;
4278;845;3661;
4279;846;7616;
4280;294;8347;
4281;242;9586;
4282;856;3644;
4283;111;8703;
4284;201;5173;
4285;221;4236;
4286;106;20;
4287;779;1677;
4288;895;4862;
4289;877;408;
4290;280;1252;
4291;116;5541;
4292;205;7473;
4293;980;3333;
4294;974;7027;
4295;87;731;
4296;48;8307;
4297;46;907;
4298;35;9587;
4299;231;5534;
4300;784;4531;
4301;226;2463;
4302;792;4607;
4303;821;2325;
4304;800;5897;
4305;800;2318;
4306;585;3310;
4307;875;9460;
4308;947;9208;
4309;835;1230;
4310;801;1104;
4311;195;3878;
4312;272;3837;
4313;591;1026;
4314;978;4525;
4315;708;4465;
4316;927;4063;
4317;211;2180;
4318;75;843;
4319;981;3655;
4320;906;5327;
4321;809;7595;
4322;295;8262;
4323;128;3889;
4324;564;7895;
4325;689;9397;
4326;780;8376;
4327;872;7636;
4328;500;9404;
4329;745;7419;
4330;97;7792;
4331;802;6733;
4332;75;5854;
4333;175;5361;
4334;502;2316;
4335;367;9558;
4336;281;5669;
4337;4;9076;
4338;183;657;
4339;104;6897;
4340;371;4611;
4341;18;9740;
4342;425;2495;
4343;104;8585;
4344;856;9990;
4345;447;6969;
4346;99;1007;
4347;973;7270;
4348;910;8500;
4349;952;2456;
4350;822;6806;
4351;999;4263;
4352;201;1710;
4353;446;3053;
4354;629;6498;
4355;63;631;
4356;525;895;
4357;275;6648;
4358;365;4233;
4359;961;5162;
4360;70;9276;
4361;429;1602;
4362;261;6078;
4363;986;8734;
4364;630;2212;
4365;378;4766;
4366;679;8734;
4367;353;5533;
4368;351;2159;
4369;426;2010;
4370;677;3612;
4371;113;7815;
4372;148;6017;
4373;152;7805;
4374;676;8522;
4375;565;762;
4376;268;5813;
4377;665;7033;
4378;131;6978;
4379;875;7628;
4380;719;3763;
4381;2;167;
4382;677;4550;
4383;985;9676;
4384;54;9484;
4385;85;5983;
4386;138;3189;
4387;859;1926;
4388;582;5930;
4389;180;8335;
4390;425;71;
4391;898;6174;
4392;45;35;
4393;492;4961;
4394;433;8317;
4395;213;7697;
4396;547;1205;
4397;27;2951;
4398;155;8564;
4399;852;313;
4400;954;4105;
4401;731;7200;
4402;49;3488;
4403;71;2871;
4404;127;1169;
4405;788;4562;
4406;194;8435;
4407;779;1961;
4408;614;6555;
4409;828;8383;
4410;587;6885;
4411;941;1523;
4412;128;4093;
4413;642;7842;
4414;742;1707;
4415;764;1783;
4416;192;7465;
4417;927;7121;
4418;878;3778;
4419;210;8239;
4420;681;9128;
4421;395;6506;
4422;929;2354;
4423;563;991;
4424;466;1776;
4425;165;1159;
4426;300;8093;
4427;957;8709;
4428;857;1472;
4429;987;4604;
4430;674;5199;
4431;838;3483;
4432;139;4176;
4433;453;3926;
4434;621;8685;
4435;305;9233;
4436;810;820;
4437;318;7291;
4438;611;6376;
4439;80;1989;
4440;637;6775;
4441;427;9070;
4442;906;6329;
4443;58;1308;
4444;595;1842;
4445;857;2233;
4446;187;7284;
4447;22;5320;
4448;463;9396;
4449;330;5234;
4450;874;7366;
4451;806;2049;
4452;589;9192;
4453;120;8457;
4454;235;5801;
4455;685;9454;
4456;323;1044;
4457;24;2166;
4458;175;2925;
4459;449;3963;
4460;385;4534;
4461;937;8205;
4462;212;4734;
4463;785;7618;
4464;104;1495;
4465;306;9387;
4466;272;6610;
4467;47;3940;
4468;710;6506;
4469;606;2311;
4470;791;8505;
4471;854;143;
4472;376;6907;
4473;587;2388;
4474;287;2621;
4475;540;2231;
4476;863;2945;
4477;638;1083;
4478;19;5665;
4479;361;1326;
4480;691;1982;
4481;224;4659;
4482;260;3348;
4483;710;7550;
4484;298;5163;
4485;260;3835;
4486;553;1437;
4487;431;4027;
4488;41;9263;
4489;366;6123;
4490;520;9406;
4491;737;5619;
4492;825;3895;
4493;188;888;
4494;338;9010;
4495;923;9023;
4496;699;8700;
4497;744;8927;
4498;42;8400;
4499;217;753;
4500;628;9234;
4501;308;2199;
4502;318;7512;
4503;228;54;
4504;865;1668;
4505;725;3793;
4506;492;4498;
4507;394;6099;
4508;556;8715;
4509;201;5401;
4510;846;7876;
4511;308;3402;
4512;924;998;
4513;944;6323;
4514;286;9626;
4515;178;2067;
4516;984;1441;
4517;845;1968;
4518;66;2845;
4519;632;3685;
4520;853;4784;
4521;365;1673;
4522;320;5599;
4523;173;6748;
4524;722;8706;
4525;838;8944;
4526;539;2395;
4527;662;3970;
4528;883;2640;
4529;265;7988;
4530;588;9015;
4531;639;2504;
4532;291;2605;
4533;385;3915;
4534;616;4258;
4535;161;9099;
4536;848;1285;
4537;161;9798;
4538;200;1800;
4539;564;7745;
4540;850;1375;
4541;353;9810;
4542;828;107;
4543;599;5691;
4544;115;3853;
4545;762;6164;
4546;871;9177;
4547;810;4755;
4548;176;7369;
4549;948;9978;
4550;382;2522;
4551;258;4253;
4552;510;3144;
4553;502;4942;
4554;136;5297;
4555;405;2375;
4556;133;8344;
4557;518;3683;
4558;574;3944;
4559;969;2202;
4560;48;2322;
4561;332;2392;
4562;252;3782;
4563;761;4360;
4564;811;7914;
4565;3;6082;
4566;206;1418;
4567;615;4126;
4568;707;7132;
4569;592;2243;
4570;339;5118;
4571;731;1457;
4572;353;4031;
4573;593;1239;
4574;613;8694;
4575;554;962;
4576;838;1171;
4577;494;803;
4578;191;1040;
4579;486;8076;
4580;184;2196;
4581;450;6391;
4582;725;3476;
4583;868;5058;
4584;19;8230;
4585;786;8394;
4586;239;7651;
4587;337;4947;
4588;17;3304;
4589;76;6338;
4590;277;7770;
4591;964;5816;
4592;418;611;
4593;554;235;
4594;699;9373;
4595;991;4354;
4596;388;42;
4597;412;8940;
4598;111;3294;
4599;222;9982;
4600;603;7482;
4601;769;6184;
4602;510;8245;
4603;21;1970;
4604;953;4376;
4605;998;3800;
4606;410;7639;
4607;349;4063;
4608;95;6583;
4609;316;4019;
4610;6;8705;
4611;455;3727;
4612;153;4721;
4613;366;7431;
4614;855;5643;
4615;799;7445;
4616;350;9771;
4617;944;2351;
4618;900;6903;
4619;242;9905;
4620;486;8899;
4621;41;8589;
4622;23;9728;
4623;535;9179;
4624;137;8467;
4625;841;1294;
4626;106;3118;
4627;946;2117;
4628;350;1549;
4629;427;4267;
4630;122;3983;
4631;868;3420;
4632;985;4974;
4633;963;3284;
4634;191;9645;
4635;635;6373;
4636;762;2845;
4637;801;8356;
4638;153;9995;
4639;864;3585;
4640;317;1082;
4641;84;8834;
4642;772;8329;
4643;387;3243;
4644;668;6433;
4645;384;9755;
4646;548;2014;
4647;553;8662;
4648;582;7271;
4649;936;2955;
4650;649;7483;
4651;894;1217;
4652;612;8921;
4653;587;1043;
4654;356;4204;
4655;51;6933;
4656;142;4817;
4657;594;737;
4658;968;2151;
4659;256;3939;
4660;329;6866;
4661;776;9037;
4662;849;3612;
4663;602;2503;
4664;195;7833;
4665;64;2471;
4666;456;2133;
4667;86;8682;
4668;845;8140;
4669;754;4764;
4670;52;869;
4671;611;9033;
4672;288;4636;
4673;383;6752;
4674;497;6251;
4675;292;3041;
4676;272;8388;
4677;424;3155;
4678;637;5933;
4679;459;9492;
4680;84;2025;
4681;618;8222;
4682;437;4623;
4683;215;6882;
4684;555;8329;
4685;771;1940;
4686;44;8971;
4687;446;6547;
4688;479;7214;
4689;558;9411;
4690;525;9960;
4691;939;2377;
4692;477;1738;
4693;763;7170;
4694;395;9142;
4695;985;577;
4696;459;5514;
4697;215;1507;
4698;479;3469;
4699;645;9104;
4700;41;7205;
4701;578;9488;
4702;226;2387;
4703;687;6071;
4704;216;8716;
4705;427;3439;
4706;974;2676;
4707;41;7664;
4708;605;761;
4709;406;8639;
4710;904;4586;
4711;182;7264;
4712;542;6530;
4713;22;537;
4714;721;3988;
4715;932;9941;
4716;547;6980;
4717;26;5698;
4718;472;9216;
4719;818;3688;
4720;598;1642;
4721;67;3974;
4722;393;8307;
4723;434;1386;
4724;819;3829;
4725;788;428;
4726;880;7020;
4727;167;2903;
4728;368;8099;
4729;737;3926;
4730;542;8807;
4731;408;2199;
4732;461;8938;
4733;504;5199;
4734;131;6758;
4735;3;5514;
4736;589;1499;
4737;418;3420;
4738;809;71;
4739;218;1241;
4740;43;6961;
4741;522;7550;
4742;63;7986;
4743;257;7066;
4744;669;6433;
4745;548;2764;
4746;43;9642;
4747;341;4042;
4748;492;7786;
4749;511;4251;
4750;814;5161;
4751;981;2002;
4752;897;3236;
4753;27;3463;
4754;700;1942;
4755;149;3156;
4756;289;4930;
4757;483;1977;
4758;465;6752;
4759;182;5164;
4760;42;3761;
4761;236;4320;
4762;660;7569;
4763;271;7025;
4764;195;5033;
4765;492;4810;
4766;375;1181;
4767;470;7699;
4768;127;6808;
4769;731;298;
4770;188;8674;
4771;711;3500;
4772;362;8652;
4773;180;5120;
4774;121;9832;
4775;483;3873;
4776;354;3655;
4777;476;7030;
4778;52;6320;
4779;90;9792;
4780;479;6730;
4781;490;4719;
4782;424;4263;
4783;593;9361;
4784;898;9677;
4785;389;3145;
4786;358;2353;
4787;676;7767;
4788;505;6914;
4789;465;6409;
4790;116;6191;
4791;381;1918;
4792;33;2695;
4793;817;3459;
4794;409;7724;
4795;58;1708;
4796;570;3762;
4797;5;9120;
4798;206;3673;
4799;762;1409;
4800;351;8436;
4801;798;7863;
4802;22;9414;
4803;384;7513;
4804;906;8041;
4805;213;7767;
4806;182;7370;
4807;822;1942;
4808;188;2868;
4809;279;3609;
4810;261;6519;
4811;579;3096;
4812;498;2037;
4813;211;7168;
4814;660;9721;
4815;181;1367;
4816;504;1028;
4817;657;1961;
4818;671;2421;
4819;47;2804;
4820;498;4948;
4821;532;4189;
4822;330;7884;
4823;956;1518;
